time,group1_current,group2_current,group3_current,group4_current,group5_current,group6_current,heat,max_temp_fuel,temp_blanket,temp_fuel
0,0,0,0,0,0,0,0,0,0,0
1e-06,8.1096337769649e+20,3.2021907912334e+21,7.9795403765895e+21,5.5646626710797e+21,3.612277166314e+21,9.9174462053569e+20,1986889880.5417,1113.6231394939,924.93566272958,975.41526284015
2.2e-06,8.1096331654474e+20,3.202190551476e+21,7.9795398794001e+21,5.5646624737167e+21,3.6122771523356e+21,9.9174460982212e+20,1986889732.852,1113.6231394931,924.93566274794,975.41526283956
3.64e-06,8.1096322105555e+20,3.2021901727632e+21,7.9795389654526e+21,5.5646619217851e+21,3.6122769416262e+21,9.9174458762129e+20,1986889501.6982,1113.6231394922,924.93566276997,975.41526283886
5.368e-06,8.1096308709595e+20,3.2021896423588e+21,7.9795376603971e+21,5.5646610605507e+21,3.6122764985001e+21,9.9174453824464e+20,1986889175.8524,1113.6231394911,924.9356627964,975.41526283804
7.4416e-06,8.1096290893546e+20,3.2021889377092e+21,7.9795359166399e+21,5.5646598774345e+21,3.612275811194e+21,9.9174444515824e+20,1986888741.2945,1113.6231394898,924.93566282812,975.41526283706
9.92992e-06,8.1096268021711e+20,3.202188033719e+21,7.9795336729486e+21,5.5646583361342e+21,3.6122748651692e+21,9.917442911901e+20,1986888182.4622,1113.6231394882,924.93566286619,975.41526283592
1.2915904e-05,8.1096239379829e+20,3.2021869021844e+21,7.979530859666e+21,5.5646563903523e+21,3.6122736380285e+21,9.9174405873447e+20,1986887481.882,1113.6231394863,924.93566291187,975.41526283458
1.64990848e-05,8.1096204133137e+20,3.2021855101316e+21,7.9795273952403e+21,5.5646539847788e+21,3.6122720991556e+21,9.9174373023198e+20,1986886619.147,1113.623139484,924.93566296668,975.41526283301
2.079890176e-05,8.1096161270592e+20,3.2021838176152e+21,7.9795231807418e+21,5.5646510518749e+21,3.6122702086192e+21,9.9174328857292e+20,1986885569.546,1113.6231394813,924.93566303246,975.41526283118
2.5958682112e-05,8.1096109545345e+20,3.2021817753728e+21,7.9795180939579e+21,5.5646475077141e+21,3.6122679149935e+21,9.9174271698949e+20,1986884302.5959,1113.623139478,924.93566311139,975.41526282907
3.21504185344e-05,8.109604741894e+20,3.2021793226294e+21,7.9795119838762e+21,5.5646432480265e+21,3.6122651529016e+21,9.9174199820034e+20,1986882780.6649,1113.6231394741,924.93566320611,975.41526282665
3.958050224128e-05,8.1095973011651e+20,3.2021763851423e+21,7.9795046658047e+21,5.5646381447517e+21,3.6122618408138e+21,9.9174111288253e+20,1986880957.7495,1113.6231394695,924.93566331978,975.41526282392
4.8496602689536e-05,8.1095884056478e+20,3.2021728733882e+21,7.9794959168727e+21,5.5646320429272e+21,3.612257879128e+21,9.9174003781805e+20,1986878778.3449,1113.623139464,924.93566345618,975.41526282089
5.9195923227443e-05,8.1095777852085e+20,3.2021686807062e+21,7.9794854714372e+21,5.564624757551e+21,3.61225314829e+21,9.9173874415306e+20,1986876176.2921,1113.6231394574,924.93566361986,975.41526281762
7.2035107872932e-05,8.1095651211048e+20,3.2021636812531e+21,7.9794730160192e+21,5.5646160701217e+21,3.6122475067055e+21,9.9173719607521e+20,1986873073.5126,1113.6231394495,924.93566381628,975.41526281422
8.7442129447518e-05,8.1095500402616e+20,3.2021577277426e+21,7.9794581836929e+21,5.5646057247823e+21,3.6122407883594e+21,9.9173534996215e+20,1986869378.6092,1113.6231394403,924.93566405198,975.41526281091
0.00010593055533702,8.1095321092478e+20,3.2021506490646e+21,7.9794405481685e+21,5.564593424231e+21,3.6122328002411e+21,9.9173315385743e+20,1986864985.3923,1113.6231394293,924.93566433483,975.41526280805
0.00012811666640443,8.1095108284697e+20,3.2021422479918e+21,7.9794196180853e+21,5.5645788257619e+21,3.6122233198169e+21,9.9173054709458e+20,1986859771.4604,1113.6231394164,924.93566467426,975.41526280626
0.00015473999968531,8.109485627363e+20,3.2021322992806e+21,7.9793948322822e+21,5.5645615379774e+21,3.6122120929178e+21,9.9172745999426e+20,1986853597.0221,1113.6231394013,924.93566508157,975.41526280654
0.00018668799962237,8.1094558616536e+20,3.2021205485893e+21,7.9793655571047e+21,5.5645411189143e+21,3.6121988325321e+21,9.9172381370849e+20,1986846304.2267,1113.6231393838,924.93566557036,975.41526281045
0.00022502559954685,8.1094208141418e+20,3.2021067127876e+21,7.9793310871761e+21,5.5645170765841e+21,3.6121832191608e+21,9.9171952040584e+20,1986837717.3563,1113.6231393635,924.93566615693,975.41526282043
0.00027103071945622,8.1093797009292e+20,3.2020904824145e+21,7.979290651522e+21,5.5644888732461e+21,3.612164903594e+21,9.9171448407077e+20,1986827644.3516,1113.6231393404,924.93566686083,975.41526284028
0.00032623686334746,8.1093316855267e+20,3.2020715272482e+21,7.9792434274474e+21,5.5644559350871e+21,3.6121435131987e+21,9.9170860224501e+20,1986815880.2689,1113.6231393145,924.93566770556,975.41526287588
0.00039248423601695,8.1092759037652e+20,3.2020495061405e+21,7.9791885650388e+21,5.5644176693127e+21,3.61211866302e+21,9.9170176908442e+20,1986802213.3838,1113.6231392861,924.93566871928,975.41526293624
0.00047198108322034,8.1092115026963e+20,3.2020240823738e+21,7.9791252254257e+21,5.5643734908359e+21,3.612089973115e+21,9.9169388012817e+20,1986786434.7223,1113.6231392562,924.93566993584,975.41526303528
