time,group1_current,group2_current,group3_current,group4_current,group5_current,group6_current,heat,inlet_mean_temp,max_temp_fuel,temp_blanket,temp_fuel
0,0,0,0,0,0,0,0,930,0,0,0
1e-06,2.8080272766497e+20,1.0781032990201e+21,2.4854673570987e+21,1.6388356126972e+21,1.2463172711779e+21,1.2021890472858e+21,692468505.19932,923,923.00002069939,923.00000015359,923.0000161337
2.2e-06,2.7092688194771e+20,1.0542372121629e+21,2.5891720908328e+21,1.7418726060497e+21,1.1587255531822e+21,9.6048373339618e+20,680531797.24042,923,923.0000501326,923.00000030933,923.00003520011
3.64e-06,2.6498818657783e+20,1.0330490887973e+21,2.5625626923121e+21,1.7557170408556e+21,1.1283904304191e+21,7.9083962318655e+20,663881732.9499,923,923.00009073114,923.00000047158,923.00005754665
5.368e-06,2.6002063083225e+20,1.0148293828831e+21,2.5235216362093e+21,1.7378100516655e+21,1.1078682493049e+21,6.6335536646847e+20,650450094.08314,923,923.00014550673,923.00000064192,923.00008384485
7.4416e-06,2.569497233001e+20,1.0035495114693e+21,2.4973669694041e+21,1.720152548627e+21,1.0916744417651e+21,5.6187402155708e+20,642191050.77429,923,923.00021784639,923.000000823,923.00011502625
9.92992e-06,2.5586265461693e+20,9.9975496291777e+20,2.4885834129447e+21,1.7125828046051e+21,1.0822658543291e+21,4.7940087432562e+20,639128152.79956,923,923.00031149046,923.0000010187,923.00015228893
1.2915904e-05,2.5657515020254e+20,1.0028308208493e+21,2.4964743489211e+21,1.7165080504683e+21,1.0809286291066e+21,4.1355731260058e+20,640700502.00952,923,923.00043067739,923.00000123438,923.00019713635
1.64990848e-05,2.5599134423274e+20,1.0005908524361e+21,2.491020907734e+21,1.7127405430761e+21,1.0776406840472e+21,3.6334582510415e+20,639239273.98197,923,923.00057425058,923.00000147833,923.00025084632
2.079890176e-05,2.5563581021194e+20,9.99255249928e+20,2.4875098585125e+21,1.709934500508e+21,1.0751707761596e+21,3.2585935722932e+20,638307621.66647,923,923.00074754288,923.00000175754,923.00031521884
2.5958682112e-05,2.5551833152719e+20,9.9884679942936e+20,2.4863630536925e+21,1.7087295913484e+21,1.073741232222e+21,2.9956364756705e+20,637981684.14299,923,923.00095724492,923.00000208094,923.00039243907
3.21504185344e-05,2.5564165184459e+20,9.9936107708628e+20,2.4875317774713e+21,1.709195688109e+21,1.0734756586849e+21,2.8242966493033e+20,638271460.77767,923,923.00121080303,923.00000245963,923.00048515598
3.958050224128e-05,2.5599425385248e+20,1.0007555229181e+21,2.4908882710121e+21,1.7112431856552e+21,1.0743423762998e+21,2.7220821369102e+20,639143875.98213,923,923.00151752725,923.00000290714,923.00059657665
4.8496602689536e-05,2.5655224228612e+20,1.0029420959127e+21,2.4962176798504e+21,1.7147112037657e+21,1.0762254250571e+21,2.6677078462561e+20,640535301.29073,923,923.00188819251,923.00000343969,923.00073057874
5.9195923227443e-05,2.5728453131299e+20,1.0058039093509e+21,2.5032379465083e+21,1.719393917667e+21,1.0789693695617e+21,2.643665021917e+20,642365216.78631,923,923.00233600221,923.00000407656,923.00089184505
7.2035107872932e-05,2.5815843684649e+20,1.009216448969e+21,2.5116446578638e+21,1.7250708392724e+21,1.0824094273722e+21,2.6372865685683e+20,644550121.28141,923,923.002876858,923.00000484068,923.00108602588
8.7442129447518e-05,2.5914400836361e+20,1.0130645933551e+21,2.5211524962216e+21,1.7315353666815e+21,1.0863933599867e+21,2.6404438323437e+20,647014152.97845,923,923.00352992021,923.00000575929,923.00131993571
0.00010593055533702,2.6021630062984e+20,1.0172518268362e+21,2.531519594215e+21,1.7386122576459e+21,1.0907937952619e+21,2.6484691059912e+20,649694510.22714,923,923.00431828432,923.00000686498,923.0016017917
0.00012811666640443,2.6135580565358e+20,1.0217022964719e+21,2.5425543299783e+21,1.7461627877287e+21,1.0955113760369e+21,2.6589324464871e+20,652542296.08835,923,923.00526979658,923.00000819679,923.00194150239
0.00015473999968531,2.6254779770018e+20,1.0263585393145e+21,2.5541108086124e+21,1.7540816343439e+21,1.1004718987209e+21,2.6706609234155e+20,655520714.28414,923,923.00641803721,923.00000980169,923.00235101657
0.00018668799962237,2.6378131058533e+20,1.0311776607673e+21,2.5660798658672e+21,1.7622903478926e+21,1.1056210601951e+21,2.6831088508436e+20,658602418.14812,923,923.00780350548,923.00001173622,923.00284474435
0.00022502559954685,2.6504817191124e+20,1.0361276470947e+21,2.5783799922747e+21,1.7707306707746e+21,1.1109192366149e+21,2.6960169054797e+20,661767053.31798,923,923.00947504837,923.00001406855,923.00344006499
0.00027103071945622,2.6634224540608e+20,1.0411844394852e+21,2.5909499691168e+21,1.7793590873593e+21,1.1163373058519e+21,2.7092510101536e+20,664999348.41643,923,923.01149158321,923.00001688082,923.00415793943
0.00032623686334746,2.6765888228714e+20,1.0463298010165e+21,2.6037434366508e+21,1.7881428069349e+21,1.1218536298823e+21,2.7227332296748e+20,668287740.04632,923,923.01392417497,923.00002027214,923.00502364894
0.00039248423601695,2.6899453328135e+20,1.0515498024994e+21,2.616725019801e+21,1.7970569136501e+21,1.1274519617662e+21,2.7364133603025e+20,671623403.27911,923,923.01685854146,923.00002436198,923.00606768602
0.00047198108322034,2.7034647241662e+20,1.0568337424769e+21,2.6298675634594e+21,1.8060823487196e+21,1.1331199984442e+21,2.7502568395613e+20,674999562.40899,923,923.0203980748,923.00002929447,923.00732682884
0.00056737729986441,2.7171259666818e+20,1.0621733631548e+21,2.6431501286001e+21,1.8152044602544e+21,1.1388483636726e+21,2.7642389863896e+20,678410991.31304,923,923.02466748564,923.00003524343,923.0088454372
0.0006818527598373,2.7309127769401e+20,1.0675622699601e+21,2.6565565120991e+21,1.8244119403746e+21,1.1446298770774e+21,2.7783418261192e+20,681853643.83785,923,923.02981719861,923.00004241851,923.01067701557
0.00081922331180476,2.7448125022329e+20,1.0729954945114e+21,2.6700741346515e+21,1.8336960318977e+21,1.1504590175558e+21,2.7925521158906e+20,685324375.62567,923,923.03602865387,923.00005107256,923.01288609824
0.00098406797416571,2.7588152686144e+20,1.0784691610029e+21,2.6836931934745e+21,1.8430499272274e+21,1.1563315222693e+21,2.8068600182173e+20,688820731.8098,923,923.0435207015,923.00006151058,923.01555052307
0.0011818815689988,1.3139386521268e+21,5.1378745191226e+21,1.2790950630683e+22,8.7804630085263e+21,5.4957991388588e+21,1.3167702674659e+21,3279679803.6424,923,923.08766503597,923.00012019126,923.0307749837
0.0014192578827986,2.1473026687175e+22,8.3965823888431e+22,2.0903688996416e+23,1.4349606190883e+23,8.9817259990507e+22,2.1519577154683e+22,53593416497.192,923,923.95507516846,923.00127106289,923.32934289537
0.0015616836710785,4.8283011930144e+22,1.8880129365368e+23,4.7003161188943e+23,3.2266234602691e+23,2.0196693511054e+23,4.8396166729662e+22,120492993003.48,923,925.12514006878,923.00282410802,923.73215102823
0.0017041094593583,1.0455291586192e+23,4.0883618386414e+23,1.017829310073e+24,6.9872287141882e+23,4.3738361771682e+23,1.0483705913817e+23,260851004438.05,923,927.65765225377,923.00618885308,924.60440915925
0.0018750204052942,2.5292301140755e+23,9.8902794983268e+23,2.4623211923531e+24,1.6904413423937e+24,1.0583569292466e+24,2.538852546116e+23,630553906330.11,923,934.99935500034,923.01597113415,927.13657957384
0.0020801135404172,5.3385354433637e+23,2.0876489202872e+24,5.197839016526e+24,3.5689667734414e+24,2.23545003463e+24,5.3734069116944e+23,1328432061206.7,923,953.53302298269,923.04084208309,933.55080940881
0.0023262253025648,7.4728696469141e+23,2.9223688387804e+24,7.2770896172003e+24,4.997874158714e+24,3.1327900675086e+24,7.5548205305829e+23,1853656389919.5,923,984.50113297911,923.08287505212,944.32658488787
0.0024492811836386,7.9149685202483e+23,3.0952321793613e+24,7.7080652149883e+24,5.294559931131e+24,3.3200319537378e+24,8.0193176482187e+23,1959987052805.1,923,1000.8594689006,923.10520264117,950.03350521429
0.0025723370647124,7.731589499522e+23,3.0234302109045e+24,7.5296541856843e+24,5.1726550183646e+24,3.2447146069953e+24,7.8492244440391e+23,1911335159731.3,923,1016.8029762964,923.12707344573,955.60829303139
0.0026953929457862,7.0642702793841e+23,2.7623640636552e+24,6.8797577355125e+24,4.7267465943773e+24,2.9659118427022e+24,7.1847018467121e+23,1743641246318.4,923,1031.3395038806,923.14710581431,960.70191923719
0.0028430600030747,5.8981693705503e+23,2.3062895835345e+24,5.7441236146106e+24,3.9469847243468e+24,2.4773826310844e+24,6.0098043666275e+23,1453552520147.2,923,1045.8701159274,923.16722658383,965.80534074148
0.0029907270603633,4.6615385461448e+23,1.822703895869e+24,4.5398605159295e+24,3.1198003734597e+24,1.9586667408004e+24,4.7570697369261e+23,1147399998151.6,923,1057.3312972308,923.18316142722,969.83884415408
0.0031679275291096,3.3543331697337e+23,1.311558761215e+24,3.2668556242536e+24,2.2451819007736e+24,1.4098717184445e+24,3.427831221664e+23,824785441881.35,923,1067.2102458353,923.19694637641,973.32183905256
0.0033805680916051,2.1852328365104e+23,8.5443084332049e+23,2.1282959341659e+24,1.4627914796604e+24,9.1872429701439e+23,2.2355996250976e+23,536885795884.94,923,1074.9224603929,923.20773874017,976.04476764367
0.0036357367665997,1.2865063528783e+23,5.0302611487586e+23,1.2530112673391e+24,8.6124134212945e+23,5.4097812301519e+23,1.3171938812488e+23,315899040133.76,923,1080.3657330485,923.21537124835,977.96846873604
0.0039419391765933,6.846652159083e+22,2.6770555535739e+23,6.6685029256656e+23,4.5836281312417e+23,2.8793512271259e+23,7.0132837734625e+22,168056437247.73,923,1083.8401363016,923.22024878492,979.1969908116
0.0043093820685856,3.2925584187603e+22,1.2874076015728e+23,3.2069625043278e+23,2.2043481659478e+23,1.3847782282246e+23,3.3735391820347e+22,80801883353.373,923,1085.8449349522,923.22306459425,979.9059235767
0.0047503135389763,1.437600714326e+22,5.6211993060852e+22,1.4002828143644e+23,9.6249450309594e+22,6.0463132109077e+22,1.4729065556686e+22,35275860706.976,923,1086.8958089592,923.22454009733,980.27731356896
0.0052794313034452,5.7760975022408e+21,2.2586369527743e+22,5.6267077376588e+22,3.8674154072427e+22,2.4292568160095e+22,5.9156720926677e+21,14172663043.041,923,1087.4032308596,923.22525142388,980.45629177244
0.0059143726208078,2.2527029792342e+21,8.8099380090253e+21,2.1950001750904e+22,1.5085239300197e+22,9.4729468675634e+21,2.3043242510881e+21,5527245930.9682,923,1087.6415762691,923.22558412633,980.53992057941
0.006676302201643,9.8031024982263e+20,3.8348762364369e+21,9.5570212641211e+21,6.5665674961565e+21,4.1211606061101e+21,1.0001160733913e+21,2405255550.1258,923,1087.7669237463,923.22575757931,980.58339940922
0.0075906176986452,5.7647143936921e+20,2.2558619100351e+21,5.6236920913336e+21,3.8628784312445e+21,2.4225791220699e+21,5.8618889441828e+20,1414389916.4424,923,1087.8559284157,923.22587967479,980.61384637176
0.0086877962950478,4.6435263296223e+20,1.8174748006915e+21,4.5316643631587e+21,3.1122423965966e+21,1.9509993378348e+21,4.7127503739615e+20,1139288936.6815,923,1087.9419891783,923.22599743527,980.6430455018
0.010004410610731,4.3721280171392e+20,1.7113561706146e+21,4.2673211585173e+21,2.9305363347885e+21,1.8368422380524e+21,4.4345504696549e+20,1072689580.0867,923,1088.0388145132,923.22613026094,980.67580695887
0.011584347789551,4.3702646260075e+20,1.710632725592e+21,4.2655425746323e+21,2.9293086178078e+21,1.8360270417316e+21,4.4319041113389e+20,1072213938.1924,923,1088.1542009796,923.22628932664,980.71484116407
0.013480272404135,4.3684897598175e+20,1.7099363603548e+21,4.2638045821038e+21,2.9281174607541e+21,1.8352791211803e+21,4.4300470650456e+20,1071763209.073,923,1088.2915062241,923.22647978444,980.76128888173
0.015755381941635,4.3665246432597e+20,1.7091653601664e+21,4.2618818629357e+21,2.9268008374507e+21,1.8344537570313e+21,4.428013674779e+20,1071262686.6365,923,1088.4545980383,923.22670774316,980.81646854479
0.018485513386636,4.3650146382878e+20,1.7085690465069e+21,4.2603975053546e+21,2.9257988476719e+21,1.8338384191818e+21,4.426509880357e+20,1070875688.9842,923,1088.6479269051,923.22698050497,980.88190667508
0.021761671120637,4.3632419194219e+20,1.7078716994267e+21,4.2586582807522e+21,2.9246132455e+21,1.8330991116604e+21,4.4246839658957e+20,1070415976.1045,923,1088.8764885482,923.22730669219,980.95933339599
0.025693060401437,4.3611506856021e+20,1.707049082085e+21,4.2566069662666e+21,2.9232148576247e+21,1.83222663747e+21,4.4225282799773e+20,1069873756.9728,923,1089.1458129419,923.22769651064,981.05069873796
0.030410727538399,4.3586842319152e+20,1.7060787932427e+21,4.2541871890655e+21,2.9215653245378e+21,1.8311974532179e+21,4.4199858786952e+20,1069234554.6628,923,1089.478095992,923.2281620078,981.15817156365
0.036071928102752,4.355777948687e+20,1.7049353793383e+21,4.251335253355e+21,2.9196211767406e+21,1.829984443135e+21,4.4169901608993e+20,1068481929.13,923,1089.9004634416,923.22871736149,981.28412555411
0.042865368779976,4.3523596418434e+20,1.7035903925489e+21,4.2479799367303e+21,2.9173337904465e+21,1.8285572394045e+21,4.4134666313427e+20,1067597627.2759,923,1090.392621453,923.22937919744,981.43110694573
0.051017497592645,4.3483501340548e+20,1.7020126194771e+21,4.2440430022145e+21,2.9146497244344e+21,1.8268824484604e+21,4.4093336181572e+20,1066561811.3528,923,1090.9620170906,923.23016693277,981.60177614365
0.060800052167847,4.3436649245532e+20,1.7001687263106e+21,4.2394407532145e+21,2.9115117619405e+21,1.8249242940994e+21,4.4045039910351e+20,1065353588.9681,923,1091.6533809537,923.23110314059,981.79880785944
0.07253911765809,4.3382175611641e+20,1.6980245753224e+21,4.2340872470281e+21,2.9078610773543e+21,1.8226459565823e+21,4.3988886403668e+20,1063952024.2577,923,1092.4736141875,923.23221392827,982.02471539657
0.086625996246382,4.331925643625e+20,1.6955475731852e+21,4.2279000586185e+21,2.9036411356099e+21,1.8200119881573e+21,4.3924026732296e+20,1062337880.7844,923,1093.4380907451,923.23352931804,982.28152458393
0.10353025055233,4.3247207775623e+20,1.6927105672657e+21,4.220809876659e+21,2.8988041986567e+21,1.8169923505192e+21,4.3849756827044e+20,1060496452.4046,923,1094.6113774987,923.23508360727,982.57015862306
0.12381535571947,4.3165642791114e+20,1.689497998157e+21,4.2127756841818e+21,2.8933216387027e+21,1.8135688259189e+21,4.3765679584508e+20,1058421966.6587,923,1095.9897241752,923.23691565558,982.88933390532
0.14815748192004,4.3074708857639e+20,1.6859151843358e+21,4.2038077026033e+21,2.8871995491477e+21,1.8097447375721e+21,4.3671949717903e+20,1056124157.2933,922.99999999986,1097.6106814261,923.23906896974,983.23378145731
0.17736803336072,4.2975429050702e+20,1.6820016915227e+21,4.194000451871e+21,2.8805012768649e+21,1.8055590083077e+21,4.3569627208267e+20,1053637643.7241,922.99999999685,1099.5185738943,923.24159130337,983.59174638106
0.21242069508954,3.1801832751648e+20,1.2449619662163e+21,3.1047510672682e+21,2.1320183166631e+21,1.3362054245638e+21,3.2252260240996e+20,779772063.929,922.99999991926,1101.1026265703,923.24364075465,983.71490854526
0.25448388916412,3.0478486417779e+20,1.1931471293955e+21,2.9754812929724e+21,2.0432367272872e+21,1.2805615578414e+21,3.0909432382253e+20,747416689.89312,922.99999314081,1102.8247631573,923.24586457774,983.72105204635
0.30495972205362,2.9154875844619e+20,1.1413129190932e+21,2.8461306471549e+21,1.9544088399301e+21,1.2249058129575e+21,2.9567887261944e+20,715129393.80108,922.99970429893,1104.6742712017,923.2482255165,983.53681730143
0.36553072152102,2.8044025759442e+20,1.0977857010502e+21,2.7374296728455e+21,1.879771035905e+21,1.1781568041788e+21,2.8442114818335e+20,688144342.5657,922.99326152347,1106.6138068199,923.25068069484,983.06607446022
0.43821592088189,2.7245963009468e+20,1.0664778843066e+21,2.6591249259514e+21,1.8260212928942e+21,1.144517932762e+21,2.7633908968368e+20,668947576.86159,922.91264343834,1108.6247584871,923.25317023347,982.18047908291
0.52543816011494,2.7099849896402e+20,1.0606527947675e+21,2.6442528144618e+21,1.8158554803932e+21,1.1382229369864e+21,2.7487329906124e+20,665904705.7471,922.31301989881,1110.491333956,923.2556643994,980.7126749807
0.63010484719461,2.8220684131611e+20,1.1043631878437e+21,2.7527318150694e+21,1.8904395310033e+21,1.1850942947305e+21,2.8626906150654e+20,694209217.40256,919.53602194128,1112.290811987,923.25826829507,978.41532662453
0.7557048716902,3.2749426591825e+20,1.2813347812605e+21,3.1931023446024e+21,2.1930261988189e+21,1.3749701632957e+21,3.3224617695024e+20,806699685.08267,911.23177770308,1114.0555653282,923.26177345644,974.95548641121
0.90642490108492,4.6791921960349e+20,1.8303487787586e+21,4.5601131283278e+21,3.1321839326451e+21,1.9641075310237e+21,4.7477785170085e+20,1154232127.9026,894.75751251333,1116.5964469546,923.26954141889,970.3002936497
1.0872889363586,7.9324399678492e+20,3.1024414226043e+21,7.7281697219913e+21,5.3085884709369e+21,3.3292642261912e+21,8.0499008933732e+20,1958574068.5084,872.70052067371,1121.6325733444,923.29049262591,965.72039786443
1.2681529716322,1.1017287557728e+21,4.308711877659e+21,1.0732576533679e+22,7.3725699774403e+21,4.6239289754713e+21,1.1181831837251e+21,2721106828.3717,854.86376557162,1127.7421563643,923.32227278104,962.49422005279
1.4490170069059,1.3026758892066e+21,5.0944498081064e+21,1.2689768594634e+22,8.7171491272705e+21,5.4673741995674e+21,1.3222946478705e+21,3217600823.6533,844.05545481059,1133.7418281002,923.36025723744,960.17612770437
1.6298810421795,1.4410956723437e+21,5.6356972106259e+21,1.4038123978363e+22,9.6434980215881e+21,6.0485240969397e+21,1.4630344638622e+21,3559492220.2313,840.08876989446,1140.2482564748,923.40167809449,958.71250400965
1.8107450774532,1.545299388853e+21,6.0431823392846e+21,1.505337474254e+22,1.0341014682217e+22,6.4861744925056e+21,1.5691076221534e+21,3816800855.8533,841.55246193619,1148.4288423142,923.44495522829,958.16799862334
1.9916091127269,1.6175326863884e+21,6.3256720260358e+21,1.575731721695e+22,1.0824662755524e+22,6.7896887251174e+21,1.6427373664262e+21,3995037393.4428,846.93118277563,1159.5705720603,923.48862677439,958.47090580184
2.1724731480005,1.6503062774715e+21,6.4538746199357e+21,1.6076962861098e+22,1.1044294769366e+22,6.927576093744e+21,1.6762760178135e+21,4075721271.1438,854.94981206624,1172.9501799909,923.53095629718,959.37630815263
2.3895099903289,1.6340377936422e+21,6.3903317439315e+21,1.5918957309087e+22,1.0935727410365e+22,6.8595144429637e+21,1.6599464684401e+21,4035105120.1499,866.63050735157,1188.8152323133,923.5769800189,960.86506888696
2.649954201123,1.5388510037717e+21,6.0182556126575e+21,1.4992375986634e+22,1.0299129564248e+22,6.4601535770732e+21,1.5633726088469e+21,3799712885.6935,881.34288836956,1202.4872550497,923.62094060763,962.51251618093
2.910398411917,1.405185747566e+21,5.4957090796214e+21,1.3690822119116e+22,9.404899029976e+21,5.8991082821403e+21,1.4275612053749e+21,3469414155.9859,895.22942696184,1209.3671243514,923.65171280298,963.85175615921
3.1708426227111,1.2540727192597e+21,4.9048924501421e+21,1.2219103306447e+22,8.3937647017313e+21,5.2647076355981e+21,1.2739235292611e+21,3096099295.2094,907.49708731985,1209.5281646937,923.66885650467,964.93146494187
3.4312868335052,1.1023272772744e+21,4.3115421763711e+21,1.0741012731678e+22,7.3782693116493e+21,4.6275873505021e+21,1.1195987297083e+21,2721257112.19,917.93373480145,1202.5429474865,923.67312632809,965.89131525964
3.6917310442992,9.5962671180181e+20,3.753505872232e+21,9.3508654278521e+21,6.423219633339e+21,4.0284245148278e+21,9.7446886451853e+20,2368788115.6132,926.66829899783,1189.3235435534,923.66600114931,966.84259252064
3.9521752550933,8.3173049022411e+20,3.253320545862e+21,8.1048155627618e+21,5.5671928292748e+21,3.4914213918183e+21,8.444109487307e+20,2052914216.7405,933.92172585433,1172.1452577112,923.64939732754,967.83836610973
