time,group1_current,group2_current,group3_current,group4_current,group5_current,group6_current,heat,max_temp_fuel,temp_blanket,temp_fuel
0,0,0,0,0,0,0,0,0,0,0
1e-06,8.1204038252379e+20,3.2087704573678e+21,8.0084732115526e+21,5.5938629550064e+21,3.6487380537891e+21,1.0169313118199e+21,1969502273.2713,1164.4148045111,974.92818330394,1024.2882184318
2.2e-06,8.1204226907327e+20,3.2087780890152e+21,8.0084946825842e+21,5.5938787285688e+21,3.6487461446832e+21,1.0169321616487e+21,1969506769.3476,1164.4148127274,974.92818352022,1024.2882720633
3.64e-06,8.1204440160999e+20,3.2087865296283e+21,8.0085162023185e+21,5.593894485149e+21,3.6487561905797e+21,1.016933847784e+21,1969511913.673,1164.4148225869,974.92818377975,1024.2883364212
5.368e-06,8.1204691539004e+20,3.2087964697693e+21,8.0085410968446e+21,5.5939121123004e+21,3.6487678384332e+21,1.0169363097184e+21,1969517982.9483,1164.4148344184,974.92818409118,1024.2884136509
7.4416e-06,8.1204989447112e+20,3.2088082476143e+21,8.0085705275293e+21,5.5939327466875e+21,3.6487814213597e+21,1.0169395294101e+21,1969525179.8546,1164.4148486164,974.92818446491,1024.2885063269
9.92992e-06,8.1205341913993e+20,3.2088221812212e+21,8.0086053364216e+21,5.5939571115516e+21,3.6487973982736e+21,1.0169435523183e+21,1969533698.7287,1164.4148656541,974.92818491338,1024.2886175387
1.2915904e-05,8.1205757168394e+20,3.2088385961496e+21,8.0086463456588e+21,5.5939858183037e+21,3.648816208819e+21,1.0169484689855e+21,1969543738.7224,1164.4148860996,974.92818545155,1024.2887509935
1.64990848e-05,8.1206243675403e+20,3.2088578272706e+21,8.0086943944382e+21,5.5940194628377e+21,3.6488382660463e+21,1.0169543910404e+21,1969555504.5024,1164.4149106344,974.92818609736,1024.2889111403
2.079890176e-05,8.1206809860539e+20,3.2088802079678e+21,8.0087503171366e+21,5.5940586314135e+21,3.6488639622982e+21,1.0169614320821e+21,1969569199.4824,1164.4149400767,974.92818687234,1024.2891033179
2.5958682112e-05,8.1207463485753e+20,3.2089060455292e+21,8.0088148831797e+21,5.5941038639599e+21,3.6488936541806e+21,1.016969692823e+21,1969585010.6647,1164.414975408,974.92818780231,1024.289333933
3.21504185344e-05,8.1208210555413e+20,3.2089355779602e+21,8.0088886898035e+21,5.5941555806129e+21,3.6489276194982e+21,1.0169792464128e+21,1969603082.1109,1164.4150178063,974.9281889183,1024.2896106738
3.958050224128e-05,8.1209053560477e+20,3.2089689046606e+21,8.0089719893832e+21,5.5942139615878e+21,3.6489659807678e+21,1.0169901189774e+21,1969623472.3759,1164.4150686853,974.9281902575,1024.2899427664
4.8496602689536e-05,8.1209988784693e+20,3.2090058800655e+21,8.0090644243004e+21,5.5942787621619e+21,3.6490085850985e+21,1.0170022596998e+21,1969646089.184,1164.4151297417,974.92819186455,1024.2903412825
5.9195923227443e-05,8.1211002284384e+20,3.2090459549141e+21,8.0091646311629e+21,5.5943490362784e+21,3.6490548239943e+21,1.0170154938258e+21,1969670591.9085,1164.4152030114,974.92819379305,1024.2908195081
7.2035107872932e-05,8.1212064002787e+20,3.2090879438584e+21,8.0092696613166e+21,5.5944227317828e+21,3.6491033692799e+21,1.017029450845e+21,1969696248.7687,1164.4152909377,974.92819610727,1024.2913933869
8.7442129447518e-05,8.1213119283468e+20,3.2091296903655e+21,8.0093741452169e+21,5.5944961067294e+21,3.6491517922797e+21,1.0170434585435e+21,1969721730.9082,1164.415396453,974.92819888438,1024.292082051
0.00010593055533702,8.12140768011e+20,3.2091675901439e+21,8.0094691039667e+21,5.5945628992172e+21,3.6491960222138e+21,1.0170563911905e+21,1969744819.5496,1164.4155230762,974.92820221696,1024.2929084584
0.00012811666640443,8.1214791632989e+20,3.2091959226781e+21,8.0095402822665e+21,5.594613162898e+21,3.6492295864697e+21,1.0170664565595e+21,1969761995.272,1164.41567503,974.9282062161,1024.2939001566
0.00015473999968531,8.1215041862034e+20,3.2092059273168e+21,8.0095658442564e+21,5.594631657396e+21,3.6492425604482e+21,1.0170709020633e+21,1969767870.3818,1164.4158573818,974.92821101509,1024.2950901987
0.00018668799962237,8.1214496762391e+20,3.2091845469583e+21,8.0095132402971e+21,5.5945956595186e+21,3.6492201394285e+21,1.0170656156823e+21,1969754417.1103,1164.4160762121,974.92821677384,1024.2965182394
0.00022502559954685,8.1212674337475e+20,3.2091127512534e+21,8.0093350249957e+21,5.5944720417563e+21,3.6491407322528e+21,1.0170445936242e+21,1969709937.5373,1164.416338816,974.92822368419,1024.2982318481
0.00027103071945622,8.1208885871597e+20,3.2089633469669e+21,8.0089633961121e+21,5.5942134571181e+21,3.6489734717713e+21,1.0169992452455e+21,1969617718.509,1164.4166539451,974.92823197623,1024.3002880779
0.00032623686334746,8.1202165403953e+20,3.2086981929128e+21,8.0083032483567e+21,5.5937534863813e+21,3.6486750481118e+21,1.016917508906e+21,1969454320.8205,1164.4170320958,974.92824192583,1024.3027553385
0.00039248423601695,8.1191182894264e+20,3.2082647708592e+21,8.0072236208624e+21,5.5930006630725e+21,3.6481858095128e+21,1.0167827632836e+21,1969187472.8033,1164.4174858534,974.9282538637,1024.3057156289
0.00047198108322034,8.1174141636844e+20,3.2075921343953e+21,8.0055475931917e+21,5.5918314145284e+21,3.6474251557781e+21,1.0165725411598e+21,1968773581.8121,1164.4180303017,974.92826818604,1024.3092671904
0.00056737729986441,8.11486634923e+20,3.2065863767153e+21,8.0030409814925e+21,5.5900821647399e+21,3.6462863847741e+21,1.0162570905328e+21,1968154950.165,1164.4186835095,974.92828536725,1024.3135276515
0.0006818527598373,8.1111669864762e+20,3.2051259304084e+21,7.999400615769e+21,5.5875411446893e+21,3.6446313482388e+21,1.0157978826706e+21,1967256887.8047,1164.4194671064,974.92830597492,1024.3186377419
0.00081922331180476,8.1059271727229e+20,3.2030572246015e+21,7.9942435086861e+21,5.5839408258377e+21,3.642285514679e+21,1.0151462342219e+21,1965985044.3036,1164.4204069613,974.92833068749,1024.3247656633
0.00098406797416571,8.0986687247019e+20,3.200191432107e+21,7.9870987434188e+21,5.5789522537332e+21,3.6390342729931e+21,1.0142422764334e+21,1964223410.1505,1164.4215339806,974.92836031486,1024.3321122071
0.0011818815689988,8.0888208438508e+20,3.1963031527747e+21,7.9774041912736e+21,5.5721827565972e+21,3.6346214396372e+21,1.013014540623e+21,1961833506.9923,1164.4228850423,974.92839582254,1024.3409167228
0.0014192578827986,8.0757235516984e+20,3.1911317705051e+21,7.9645098985483e+21,5.5631783141948e+21,3.628750808388e+21,1.0113803944482e+21,1958655219.7248,1164.4245040855,974.92843835961,1024.3514640463
0.0017041094593583,8.0586385973644e+20,3.1843857611414e+21,7.9476888340587e+21,5.5514310700868e+21,3.6210910580333e+21,1.0092474170769e+21,1954509440.6862,1164.4264433775,974.92848929111,1024.364092506
0.00204593135123,8.0367663775763e+20,3.1757493747812e+21,7.9261535593153e+21,5.5363909823894e+21,3.6112833618886e+21,1.0065155297627e+21,1949202171.944,1164.4287649831,974.92855023522,1024.3792031347
0.002456117621476,8.0092646715531e+20,3.1648900347159e+21,7.8990746859935e+21,5.51747872335e+21,3.5989498125004e+21,1.003079354253e+21,1942529067.6061,1164.4315424631,974.92862310602,1024.3972702156
