time,group1_current,group2_current,group3_current,group4_current,group5_current,group6_current,heat,temp_blanket,temp_fuel
1.6005392200743,1.7878571303437e+21,7.0630986918542e+21,1.7614687997567e+22,1.2301715243935e+22,8.029067688258e+21,2.2425141756e+21,4356372648.8308,973.06602007242,980.1047732115
1.6187105199146,1.7999656754541e+21,7.1109991852739e+21,1.7733969752602e+22,1.2384915350831e+22,8.0834078899825e+21,2.2577304309762e+21,4386143452.5335,973.04476798647,979.56532385904
1.6368818197548,1.8118182193633e+21,7.1578887143536e+21,1.7850728734747e+22,1.2466354096589e+22,8.1365973386361e+21,2.2726266415881e+21,4415288071.1917,973.02302691546,979.03354672252
1.655053119595,1.8233525628507e+21,7.2035215167751e+21,1.7964352268225e+22,1.2545603754606e+22,8.1883567741984e+21,2.2871248332296e+21,4443654730.0698,973.00084526713,978.50914764128
1.6732244194352,1.8345215241328e+21,7.2477110798101e+21,1.8074375468688e+22,1.2622339758087e+22,8.2384743025281e+21,2.3011658277668e+21,4471128259.1383,972.97827104122,977.99176346363
1.6913957192754,1.8453024554614e+21,7.2903676952119e+21,1.8180574949928e+22,1.2696406152409e+22,8.286848129848e+21,2.3147212220076e+21,4497653243.0352,972.95535129401,977.48098702607
1.7095670191157,1.8556805844463e+21,7.3314327439107e+21,1.8282804836008e+22,1.2767701098784e+22,8.3334117817889e+21,2.3277724463343e+21,4523193458.3422,972.93213156518,976.97637475524
1.7277383189559,1.8656229764684e+21,7.3707759949021e+21,1.8380740538923e+22,1.2835997967329e+22,8.3780172965771e+21,2.3402780742648e+21,4547668536.8868,972.90865524137,976.47742706204
1.7459096187961,1.8750846663921e+21,7.4082198203465e+21,1.8473939221249e+22,1.2900987572832e+22,8.4204628426611e+21,2.3521816003706e+21,4570968946.9114,972.88496300737,975.98357561509
1.7640809186363,1.8840299604885e+21,7.4436232298193e+21,1.8562049395666e+22,1.2962424530318e+22,8.4605882530632e+21,2.3634381736376e+21,4593007829.2715,972.86109245941,975.49419355898
1.7822522184765,1.8924461234685e+21,7.4769358501979e+21,1.8644945677228e+22,1.3020221336818e+22,8.4983365020471e+21,2.3740318534578e+21,4613754307.6573,972.83707785694,975.00862066645
1.8004235183167,1.9003428425883e+21,7.5081957999217e+21,1.8722723472955e+22,1.307444466542e+22,8.5337512812917e+21,2.3839749310722e+21,4633232140.8075,972.81294995739,974.52618839684
1.818594818157,1.907727989997e+21,7.5374340756422e+21,1.8795460407272e+22,1.312514878183e+22,8.5668682053458e+21,2.3932774419607e+21,4651460704.0739,972.78873583523,974.04621983581
1.8367661179972,1.9145978965877e+21,7.5646361943567e+21,1.8863120579902e+22,1.3172308692852e+22,8.5976711082986e+21,2.4019348718887e+21,4668431299.7435,972.7644587472,973.56801988258
1.8549374178374,1.920943284806e+21,7.589765588333e+21,1.8925612902373e+22,1.3215860873933e+22,8.626118633608e+21,2.4099355932869e+21,4684121589.6714,972.74013810759,973.09087225554
1.8731087176776,1.9267579162268e+21,7.6127976922349e+21,1.8982876126254e+22,1.3255762616386e+22,8.6521829588656e+21,2.417271681258e+21,4698516618.2621,972.71578957984,972.61404617868
1.8912800175178,1.9320581177737e+21,7.6337969553297e+21,1.9035071001279e+22,1.3292126190521e+22,8.6759374203493e+21,2.4239634655451e+21,4711656324.3693,972.69142532513,972.13682423181
1.9094513173581,1.9368645239169e+21,7.6528448027339e+21,1.9082400687303e+22,1.3325093470762e+22,8.6974747239947e+21,2.4300367110771e+21,4723591115.2242,972.66705423752,971.65851141314
1.9276226171983,1.9412081109765e+21,7.6700635602695e+21,1.9125170294444e+22,1.3354877502266e+22,8.7169340273555e+21,2.4355301445606e+21,4734396595.5478,972.64268225891,971.17845106446
1.9457939170385,1.9451006745918e+21,7.685499869613e+21,1.9163496274991e+22,1.3381559659411e+22,8.7343685676474e+21,2.4404585167098e+21,4744101682.9737,972.61831261033,970.69601001527
1.9639652168787,1.9485619364493e+21,7.6992317114397e+21,1.9197573260158e+22,1.3405275945193e+22,8.7498672534346e+21,2.4448466164738e+21,4752754633.5987,972.59394616882,970.21059277689
1.9821365167189,1.9516154642485e+21,7.7113522506274e+21,1.922763375549e+22,1.342618883501e+22,8.7635362767165e+21,2.4487241150554e+21,4760413051.3528,972.569581844,969.72165172914
2.0003078165592,1.9542974199269e+21,7.7220043245769e+21,1.9254034189388e+22,1.3444547343805e+22,8.775538353771e+21,2.4521365667218e+21,4767165163.9214,972.54521699868,969.22870680241
2.0184791163994,1.9566415420293e+21,7.7313211928766e+21,1.9277107122314e+22,1.3460583789735e+22,8.7860252950892e+21,2.4551264305673e+21,4773093226.4778,972.52084780024,968.73134945996
2.0366504162396,1.9586724509833e+21,7.7394001435428e+21,1.9297095332884e+22,1.347446778323e+22,8.7951079352078e+21,2.4577246109456e+21,4778257216.4992,972.49646952831,968.22923971251
2.0548217160798,1.9604137304142e+21,7.7463343742499e+21,1.9314231353735e+22,1.3486361775203e+22,8.8028923749076e+21,2.4599606191905e+21,4782714515.0078,972.4720768934,967.72211170436
2.07299301592,1.9618895903013e+21,7.7522195351616e+21,1.9328753739123e+22,1.3496432423794e+22,8.8094873779885e+21,2.461864641135e+21,4786523932.4978,972.44766433093,967.20978098635
2.0911643157603,1.9631229535142e+21,7.7571461558048e+21,1.934088828004e+22,1.3504837492143e+22,8.8149958878558e+21,2.4634652541818e+21,4789741082.3826,972.42322625074,966.69214961928
2.1093356156005,1.9641556495697e+21,7.7612794310441e+21,1.9351046942414e+22,1.3511864740728e+22,8.8196057094477e+21,2.4648148244838e+21,4792467624.8724,972.39875733374,966.16923237585
2.1275069154407,1.9650090342017e+21,7.764703733532e+21,1.9359440281019e+22,1.3517661331234e+22,8.8234129306753e+21,2.4659401138529e+21,4794755344.8563,972.37425261773,965.64114092731
2.1456782152809,1.9657102236993e+21,7.7675262269519e+21,1.9366335765086e+22,1.3522414188665e+22,8.826539652301e+21,2.4668752397213e+21,4796670110.894,972.34970765233,965.10809527583
2.1638495151211,1.9662910648307e+21,7.7698727498408e+21,1.9372047482448e+22,1.3526342832934e+22,8.8291292754083e+21,2.4676603746484e+21,4798289314.7959,972.32511860651,964.57043343442
2.1820208149614,1.9667853983902e+21,7.7718769922638e+21,1.9376909114432e+22,1.3529680496378e+22,8.8313341642431e+21,2.4683382795515e+21,4799695174.8748,972.30048232306,964.02861741377
2.2001921148016,1.9672240915639e+21,7.7736608727855e+21,1.9381225004229e+22,1.3532639920216e+22,8.8332932832314e+21,2.4689479759668e+21,4800962603.9215,972.27579631447,963.48323300276
2.2183634146418,1.9676289258701e+21,7.7753104610537e+21,1.9385209992261e+22,1.3535371350454e+22,8.8351047350236e+21,2.4695169692149e+21,4802144321.1073,972.25105870056,962.93498198472
2.236534714482,1.9680158117266e+21,7.7768886578233e+21,1.9389021105621e+22,1.3537984637693e+22,8.8368402069558e+21,2.4700652762432e+21,4803278701.7579,972.22626813316,962.38467648929
2.2547060143222,1.9684017248673e+21,7.7784625241803e+21,1.9392825685058e+22,1.3540596802267e+22,8.8385759989339e+21,2.4706141191848e+21,4804406643.9039,972.20142372965,961.83323922048
2.2728773141624,1.9688073458876e+21,7.7801136905448e+21,1.9396827381441e+22,1.354335020617e+22,8.840404924481e+21,2.4711893395354e+21,4805578026.2413,972.17652500352,961.28170487283
2.2910486140027,1.9692542944826e+21,7.7819274770069e+21,1.9401239128225e+22,1.3546393705548e+22,8.84242406928e+21,2.4718180613836e+21,4806845044.9561,972.15157177566,960.7312168797
2.3092199138429,1.9697598526728e+21,7.783972121928e+21,1.940623128034e+22,1.3549846458576e+22,8.8447111506127e+21,2.472522037779e+21,4808249382.0064,972.12656406166,960.1830166776
2.3273912136831,1.9703391393319e+21,7.7863073872184e+21,1.9411953136695e+22,1.3553812962683e+22,8.8473343735305e+21,2.473320446339e+21,4809827552.4275,972.10150197231,959.63843326494
2.3455625135233,1.9710074968579e+21,7.7889939074175e+21,1.9418556292628e+22,1.3558399356094e+22,8.8503630731448e+21,2.4742329054187e+21,4811616685.3476,972.07638563313,959.09887317926
2.3673680733316,1.9720156434856e+21,7.7930307999763e+21,1.9428516456905e+22,1.3565331965596e+22,8.8549314821319e+21,2.4755905116854e+21,4814256609.2562,972.04616835567,958.46125382869
2.3891736331398,1.9732141653284e+21,7.7978186905536e+21,1.9440358541109e+22,1.3573585937667e+22,8.8603638276742e+21,2.4771916823737e+21,4817350704.7881,972.01587329094,957.83614860471
2.4109791929481,1.9746238118673e+21,7.8034394816079e+21,1.9454287313923e+22,1.3583304594919e+22,8.8667536543197e+21,2.4790629268115e+21,4820949074.1693,971.98549997381,957.22625985526
2.4327847527564,1.9762506907491e+21,7.8099172524999e+21,1.947036317246e+22,1.3594530375447e+22,8.8741285118332e+21,2.4812120681427e+21,4825066093.4577,971.95504750373,956.63426604883
2.4545903125646,1.9780955808493e+21,7.8172549370772e+21,1.948859356686e+22,1.360726863462e+22,8.8824915990409e+21,2.4836399256529e+21,4829703074.4138,971.92451455791,956.06276626456
2.4763958723729,1.9801584195939e+21,7.825452114619e+21,1.950897752533e+22,1.3621518775371e+22,8.8918422454362e+21,2.4863462360561e+21,4834859362.5116,971.89389947637,955.51422983312
2.4982014321812,1.9824396705408e+21,7.8345105113414e+21,1.9531519483779e+22,1.3637283982114e+22,8.9021823532232e+21,2.4893315883429e+21,4840535801.0619,971.8632003927,954.99094923609
2.5200069919894,1.9849409752131e+21,7.8444365877575e+21,1.9556235765438e+22,1.3654575777633e+22,8.9135193794813e+21,2.4925983220184e+21,4846736341.9135,971.83241539164,954.49499748279
2.5418125517977,1.9876657080075e+21,7.8552436604102e+21,1.9583159893494e+22,1.3673417681765e+22,8.9258687286722e+21,2.4961511818361e+21,4853469336.8639,971.8015426792,954.02819190498
2.563618111606,1.9906130104277e+21,7.866928317691e+21,1.9612283632182e+22,1.3693803990308e+22,8.9392267873499e+21,2.4999896427343e+21,4860732897.3441,971.77058071601,953.59205794433
2.5854236714142,1.9937705272121e+21,7.8794417352805e+21,1.9643485429131e+22,1.3715649747586e+22,8.9535381547523e+21,2.5040985548125e+21,4868497118.9786,971.73952829299,953.18779277035
2.6072292312225,1.9971137106213e+21,7.8926869300925e+21,1.9676523330715e+22,1.3738785814742e+22,8.9686923372175e+21,2.5084471109823e+21,4876702326.9619,971.70838457508,952.81623801628
2.6290347910307,2.0006065142953e+21,7.906521465906e+21,1.9711041778728e+22,1.37629635483e+22,8.9845267881466e+21,2.5129896133179e+21,4885260747.8881,971.67714911387,952.47786378981
2.650840350839,2.0042071947295e+21,7.9207803881372e+21,1.9746628699731e+22,1.3787894736521e+22,9.0008530082605e+21,2.5176728654912e+21,4894070698.1424,971.6458218547,952.17277024362
2.6726459106473,2.0078768026363e+21,7.9353098271977e+21,1.9782899635253e+22,1.3813310418982e+22,9.0174951283148e+21,2.5224472519021e+21,4903037487.1015,971.61440315431,951.90070941473
2.6944514704555,2.0115826173301e+21,7.9499805687276e+21,1.9819531657562e+22,1.3838984602197e+22,9.0343054362059e+21,2.5272711716032e+21,4912081810.3257,971.58289378605,951.66111957169
