time,group1_current,group2_current,group3_current,group4_current,group5_current,group6_current,heat,max_temp_fuel,temp_blanket,temp_fuel
0.0073438578398454,8.2949547913032e+20,3.2765049126623e+21,8.1724265842492e+21,5.7079626850946e+21,3.7233823956181e+21,1.0414580175665e+21,2015391498.0806,1160.1291202677,925.02271575469,1015.3850623274
0.0088136294078145,8.2945064783674e+20,3.2763278898424e+21,8.1719852181519e+21,5.7076544447034e+21,3.723181354885e+21,1.041401796448e+21,2015282591.8198,1160.1291331871,925.02273924672,1015.3851909133
0.010577355289377,8.293876174545e+20,3.2760790054352e+21,8.1713646827627e+21,5.7072210774985e+21,3.722898705629e+21,1.0413227557008e+21,2015129474.1666,1160.1291528588,925.02276751587,1015.3853684984
0.012693826347253,8.2929755098686e+20,3.2757233641542e+21,8.1704779710321e+21,5.7066018161147e+21,3.7224948095303e+21,1.041209806799e+21,2014910675.3846,1160.1291824289,925.02280154503,1015.3856133123
0.015233591616703,8.2916892616085e+20,3.2752154670346e+21,8.1692116366891e+21,5.705717427543e+21,3.7219179832851e+21,1.0410484918681e+21,2014598201.2853,1160.1292264103,925.02284252064,1015.3859496481
0.018281309940044,8.2898697013308e+20,3.2744969791044e+21,8.167420227985e+21,5.7044663255997e+21,3.7211019629067e+21,1.0408202745042e+21,2014156159.4805,1160.1292912638,925.02289187403,1015.3864095085
0.021938571928053,8.2873297838347e+20,3.2734940396326e+21,8.1649195806078e+21,5.702719886486e+21,3.7199628480521e+21,1.0405016850204e+21,2013539104.0684,1160.1293862261,925.02295133041,1015.3870345173
0.026327286313664,8.2838355977462e+20,3.2721142806727e+21,8.1614793828591e+21,5.7003172559355e+21,3.7183957145502e+21,1.0400633727621e+21,2012690200.6848,1160.129524494,925.02302296633,1015.3878780352
0.031593743576396,8.2850999455739e+20,3.2726131240327e+21,8.1627221283678e+21,5.7011843427383e+21,3.7189603292316e+21,1.0402205591353e+21,2012995327.4467,1160.1297564329,925.02311001338,1015.3891912847
0.037913492291676,8.2818471182743e+20,3.2713285931269e+21,8.1595192884911e+21,5.6989474805234e+21,3.7175014007431e+21,1.0398126365482e+21,2012204320.6017,1160.1301087303,925.02321532716,1015.3910236373
0.045497190750011,8.2758060638087e+20,3.2689429777163e+21,8.1535708102267e+21,5.6947928227301e+21,3.7147912697061e+21,1.0390545099003e+21,2010735632.9276,1160.130630535,925.02334255654,1015.3934942504
0.054597628900013,8.267107758784e+20,3.2655080049769e+21,8.1450057251189e+21,5.6888105757384e+21,3.7108889075283e+21,1.0379627996166e+21,2008621043.2283,1160.1313968491,925.02349614685,1015.3967680511
0.065518154680015,8.2552627322656e+20,3.2608303757756e+21,8.133342031186e+21,5.6806641082205e+21,3.7055747535701e+21,1.0364761151821e+21,2005741561.0684,1160.1325167093,925.02368140533,1015.4010426158
0.078622785616018,8.239534975317e+20,3.2546194225776e+21,8.1178549004e+21,5.6698471661826e+21,3.6985185674896e+21,1.0345020752458e+21,2001918278.3933,1160.1341462883,925.02390460517,1015.406539056
0.094348342739222,8.2190623667063e+20,3.2465346628246e+21,8.0976952511533e+21,5.6557667019306e+21,3.6893334806288e+21,1.0319324493702e+21,1996941631.1005,1160.1365075625,925.02417311252,1015.4134925564
0.11321901128707,8.1928889588844e+20,3.2361985437405e+21,8.0719215143752e+21,5.6377650633413e+21,3.6775904753089e+21,1.0286472145615e+21,1990579245.9988,1160.1399136829,925.02449552967,1015.4221415022
0.13586381354448,8.1599677085804e+20,3.2231975140381e+21,8.0395022861406e+21,5.6151218461739e+21,3.662819593784e+21,1.0245148957101e+21,1982576608.5782,1160.1448023759,925.02488185326,1015.4327163751
0.16303757625338,8.1191495193007e+20,3.2070776885645e+21,7.9993054920549e+21,5.5870463250731e+21,3.644505000794e+21,1.0193911862482e+21,1972654407.4857,1160.1517784376,925.0253436471,1015.445429288
